id;major_theme;middle_theme;detail_theme;sample_data;manager_script;recruiter_script;created_at;updated_at
5ba4acf3-2fc0-4871-b8b3-1ed804580997;人材・育成;採用・定着;新人採用;新人採用数: 半年で2名、育成課題あり;「新しい人材が2名入られたとのことですが、育成に少し課題を感じていらっしゃるのですね。代理店の文化をどう継承していくかが重要なテーマです。本部の育成支援策もご紹介します。」;"「新しい仲間が入ってきて、チームの雰囲気も変わってきましたね。教える側に回ると、自分の営業スタイルを客観的に見直すきっかけにもなります。新人に伝えたい""これだけは大事にしていること""ってありますか？それを言語化すると、チームの軸になります。またサポート体制が心配であれば一緒に考えましょう。」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
015b1ac8-9a1b-48dd-83eb-722937a9f435;人材・育成;採用・定着;モチベーション・評価制度;評価制度: 形式なし／面談頻度: 月1回;"「行動評価を取り入れると、努力が可視化され、定着率が上がります。個人業績だけでなく""顧客対応""などの貢献度を反映する制度を検討しませんか？」";「最近の面談で上司からの評価に納得感ありますか？努力がきちんと見える制度があれば、安心してチャレンジできますね。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
df602104-cdb4-4380-9eeb-286d50bf2c24;人材・育成;研修・スキル;スキルレベル;苦手なセールスプロセス: クロージング (自己評価);「クロージングに苦手意識がある募集人が多いようです。反対意見を切り返すロープレを強化するため、本部で作成した『反論処理マニュアル』を導入しませんか？」;「クロージングは技術です。今月の個人目標として、『断られた理由を必ず記録する』ことを設定しましょう。その記録をもとに、次のトークを改善します。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
254bf6d9-2331-4cad-8679-a0c3ae6823cc;人材・育成;研修・スキル;研修ニーズ;資格取得支援: 支援制度自体がない;「資格取得支援がないと、募集人のスキルアップのモチベーションが維持できません。FP資格取得時の補助金制度を新設することを強く推奨します。」;「スキルアップに意欲的ですね。来月開催の税制改正に関する専門研修は、必ず参加して専門性を高めましょう。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
b2d48bc9-4fdb-4f0f-b8d2-f34fb8a73bd1;品質・事務;募集品質管理;リスク傾向;早期失効率（契約後1年以内）: 8% (目標5%以下);「早期失効率が目標を上回り、顧客からの信頼に影響が出ています。『意向把握・確認の記録』を最重要項目とし、本部で全件チェックを行う体制を敷いて再発防止を徹底しませんか？」;「契約手続きの際、『重要事項の説明』後に必ずお客様からの質問を一つ以上引き出すことをルール化しましょう。そのための具体的な質問リストを一緒に作成します。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
22d0b270-5513-4721-82dc-d1f7c12ec0e4;品質・事務;募集品質管理;リスク傾向;苦情件数: 年3件／対応マニュアル: なし;"「苦情対応を""信頼回復の機会""に変える体制を整えましょう。定型報告で終わらせず、再発防止と改善共有の仕組みを導入しませんか？」";「お客様からのご意見は改善のヒントです。過去の対応をチームで共有して、次に活かす工夫を一緒に考えましょう。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
a923b8d4-0dfb-4809-aac5-d1314eacc999;品質・事務;募集品質管理;監査・指導;本部監査の指摘事項: 意向把握シートの記入漏れ;「監査指摘事項の改善計画の進捗が遅れています。記入漏れゼロを達成するため、手続き完了前のWチェック体制を社内で構築しませんか？」;「意向把握シートの記入漏れが継続しています。提出前に必ずセルフチェックできるよう、チェック項目を赤字でマーカーした見本を渡しますので徹底してください。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
9eee29ca-638f-4283-84ca-d8fba558dc6f;品質・事務;事務・IT効率;デジタル化;ペーパーレス手続き利用率: 20% (目標80%);「ペーパーレス化が進まないことで、事務コストが増大しています。電子署名利用のためのインセンティブや、手続き支援専門の担当者を置くことを検討しませんか？」;「まだ紙での手続きが多いですが、平均で1.5時間の事務作業を節約できますよ。次回同行時に私が行いますので、一緒に慣れていきましょう。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
19abcd47-8de0-4083-aba1-a67102b2672f;品質・事務;事務・IT効率;事務負荷;不備書類の発生頻度: 月10件;「不備書類の発生は、本部の事務作業を滞らせるだけでなく、お客様の信頼を損ねます。不備発生率0を目指し、最も発生しやすいミスの傾向を一緒に分析しましょう。」;「先月の不備書類のほとんどは本人確認書類の漏れでした。申込手続きの最後に、『本人確認書類の最終チェック』を組み込むことを徹底してください。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
8ed9463e-0bcd-4086-982a-d87b304b995d;関係性・要望;本部への評価;支援満足度;代理店営業社員のサポート満足度: 70%;「私のサポート満足度が70%に留まっているのは、私の努力不足です。具体的にどの点で不満があるか、率直にお聞かせください。すぐに改善します。」;「本部提供の資料で、『法人向けパンフレット』のレイアウトが分かりづらいとのご意見をいただきました。来月、現場の声を取り入れた改訂版を準備します。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
782b7d03-b589-4a75-9ecb-1d7668e7bd00;アイスブレイク;パーソナルな関心・価値観;代理店の将来像;ビジョン: 10年後の代理店像を構想中;「10年後の代理店像を描かれているとのこと、素晴らしいですね。組織としての方向性を共有できれば、社員の行動も一層そろっていくと思います。」;"「社長が""10年後の代理店像""を話していたのを聞いてどう感じましたか？ご自身がその中でどんな役割を果たしたいと思いますか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
971d9032-1752-4fef-843c-da2d17143f3c;関係性・要望;本部への評価;改善提案;経営者からのシステムに関する要望: フィードバックなし;「システムに関するフィードバックがありませんが、困っていることはありませんか？システム改善の本部会議が来月ありますので、社長の要望をぜひ反映させてください。」;「現場で使っていて不便なシステムはありませんか？小さなことでも構いません。あなたの意見が全社のシステム改善につながります。ぜひ聞かせてください。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
c58a6725-5e48-4196-b6b2-dc65eca40c59;関係性・要望;人的要因;経営者の姿勢;経営者の性格: 慎重派;「大きなリスクは避けるべきですが、このIT投資は費用対効果が明確に出ています。初期導入の費用リスクを最小限に抑えるプランを検討しませんか。」;「所長は慎重ですが、小さな成功体験を積み上げれば必ず動きます。まずは2週間で達成可能なトライアル企画を提案しませんか。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
c458b4d1-7a11-48a9-bab7-8964341131ee;アイスブレイク;経営者・組織内話題;経営者近況;趣味: ゴルフ;「社長、最近もゴルフを続けていらっしゃるんですね。経営者同士の交流の場としても良い刺激が多いのではないでしょうか。お客様との関係構築にもつながりそうですね。」;「社長もゴルフを続けているそうですね。営業も似ていて、ひとつひとつのショットを丁寧に積み重ねることが成果につながります。ゴルフの話をお客様とするだけで、自然に会話が広がることも多いので、もし興味があるなら話題に取り入れてみても良いかもしれません。」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
7e1d5edf-2fd8-4154-aff5-641966c7f39e;アイスブレイク;経営者・組織関連;経営者近況;近況: 家族旅行計画中;「ご家族での旅行を計画されているとのこと、素晴らしいですね。経営の節目に少し距離を取ることで、新しい発想が生まれることも多いです。リフレッシュの機会としても良いですね。」;「社長がご家族旅行を計画されているそうです。しっかり休まれる姿勢って大事ですよね。私たちも仕事に集中するためには、休む時間をどう作るかが大切だと思います。最近、ご自身のリフレッシュの時間は取れていますか？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
18e76183-fcfc-4864-943f-028d8267f1c4;アイスブレイク;経営者・組織関連;組織文化・雰囲気;若手比率: 30%;「若手比率が3割を超え、組織に勢いが出てきましたね。世代交代の流れの中で、ベテランとの協働をどう設計していくかが次の経営課題になりそうです。若手提案会のような仕組みも面白いかもしれません。」;"「若手の比率が3割を超えてきて、代理店もだいぶ活気がありますね。世代が違うからこそ学べることも多いと思います。例えば若手の意見を聞いて""なるほど""と思ったことや、自分が若手に伝えたい経験ってありますか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
b677a5f1-4995-48c0-9b51-aae1a205750f;アイスブレイク;経営者・組織関連;社内イベント;社内旅行: なし;「社内旅行は最近実施されていないとのことですが、少人数でも交流の場をつくると一体感が生まれやすくなります。簡単なランチ会やオンライン懇親会なども効果的ですよ。」;"「最近は社内旅行がなくなっているようですね。少人数でも""気軽に話せる時間""があると、チームの雰囲気がすごく変わります。もし機会があれば、ちょっとしたランチ会や勉強会を自分たちで企画してみるのも面白いかもしれませんね。」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
9d12be90-cc02-451b-b752-2408c018dff5;アイスブレイク;地域・業界ネットワーク;地域社会との接点;イベント参加: 商工会・地元イベント（毎月）;「毎月の商工会や地元イベントへの参加を継続されているのは素晴らしいですね。地域とのつながりが強いほど紹介機会も自然に増えます。今後、法人開拓にどんな形で活かしていかれますか？」;「社長が地元の商工会に毎月参加されているそうですね。地域の中で代理店がどう見られていると感じますか？そうしたつながりの中で、お客様との距離の縮まり方に変化はありますか？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
db79fded-c087-4c7d-8af3-682fc4545b31;アイスブレイク;地域・業界ネットワーク;他業種・金融機関連携;イベント参加: 異業種交流会（参加企業15社）;「異業種交流会には15社も参加されているんですね。業界を越えたつながりが、法人マーケット拡大のきっかけになりそうです。最近の交流で印象に残った業種やテーマはありますか？」;「社長が異業種交流会に参加されていると伺いました。現場としては、他業界との接点が増えることで、新しい提案のヒントやお客様へのアプローチの仕方に変化を感じますか？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
2d8a134e-8726-420d-8728-6ad670ac6fa6;アイスブレイク;地域・業界ネットワーク;業界ニュース共有;法改正・他社動向トピック: 月1件;「毎月、法改正や他社動向をチェックされているのですね。経営判断に生かすスピード感が素晴らしいです。最近のニュースで特に印象に残っているトピックはありますか？法改正についてはスピード感を持って対応することで優位に立てます」;"「社長が業界ニュースを定期的に共有されているそうですね。実際、現場で""その情報が役に立った""と感じることはありますか？ニュースをどう活用しているか、教えてください。」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
d752d518-bd7c-460e-8901-488840348ed7;アイスブレイク;パーソナルな関心・価値観;趣味・スポーツ;趣味: ゴルフ・野球・マラソン;「社長はゴルフやマラソンなど、アクティブな趣味をお持ちですね。体を動かす時間が経営のリズムを整えるのにも良い影響を与えているのではないでしょうか。」;;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
bb0e7028-504e-48d5-adbb-45ee62cadf42;アイスブレイク;パーソナルな関心・価値観;家族・ライフイベント;お子様: 高校・大学在学中;「お子様がちょうど進学の時期とのこと、おめでとうございます。ライフイベントを通じて、教育費や保障設計の見直しを考えるお客様も多いです。自社のお客様にも提案のヒントになりそうですね。」;;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
0fdf206b-d69a-4599-b18c-00ca063639b1;アイスブレイク;パーソナルな関心・価値観;経営哲学;経営理念: 顧客第一・長期志向;"「""顧客第一""を理念として長期的視点で経営されている点、まさに地域密着代理店の理想像です。その考えが組織文化として根付いていますね。」";"「社長が""顧客第一""を大事にしているとおっしゃっていましたが、その姿勢を現場でどう感じますか？日々の対応で意識していることはありますか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
f248b4a8-f86a-47c9-9453-ab75f6af3f05;アイスブレイク;パーソナルな関心・価値観;業界展望;N/A;「今後の保険業界をどのように見ていらっしゃいますか？社長のお考えを伺うことで、次の戦略立案にも役立てたいです。」;"「社長が""これからの業界はこう変わる""と話していましたが、実際に現場でそれを感じる瞬間はありますか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
670d4d6a-75b3-41a4-84dd-d717838d290b;アイスブレイク;汎用トピック・共通話題;季節・行事;季節・行事: 夏祭り;「地元の夏祭り、今年も盛り上がっているようですね。地域イベントを通じて顧客接点を作る工夫など、面白いアイデアがあれば伺いたいです。」;「社長が夏祭りに顔を出されたそうですね。お客様や地域の方と話す機会、ありましたか？現場の雰囲気ってどんな感じでした？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
730aa3a0-c7fa-42a3-bf44-e00be87acb7d;アイスブレイク;汎用トピック・共通話題;季節・行事;季節・行事: 年末繁忙期;「年末はお忙しい時期かと思いますが、今年の成果を整理して来年につなげるいいタイミングですね。短時間で振り返りができる仕組みを一緒に考えませんか？」;「年末に向けて忙しくなってきましたね。社長も現場を気にかけてくださっているようです。今の時期、特に意識して取り組んでいることはありますか？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
e61458f3-53e5-4ec2-adf2-6f770d0b553a;アイスブレイク;汎用トピック・共通話題;共通の知人・イベント;共通関係者: 支社長・地域会員;「先日、支社長や地域会の方とお話ししましたが、皆さん社長の代理店運営を高く評価されていました。ネットワークをさらに活かせそうですね。」;「支社長や地域の方々と社長が交流されているそうですね。そのネットワークが営業活動にどう影響していると感じますか？」;2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
592f5403-4469-4630-8d6a-f4e353bdd270;アイスブレイク;汎用トピック・共通話題;業界誌・トレンド;業界誌購読: 月1冊;「業界誌を継続的にチェックされているのはさすがです。情報収集が早いと、他代理店より先に動ける強みになりますね。気になる特集などありましたか？」;"「社長が読んでいる業界誌、話題になっていましたね。印象に残った記事や、現場でも""これ使えそう""と思った内容はありましたか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
3e999d64-9bca-414d-90fc-fcf393558455;アイスブレイク;汎用トピック・共通話題;時事テーマ;関心テーマ: AI・DX・次世代営業;「AIやDXに関心をお持ちとのこと、経営に先見性を感じます。まずはどの業務からデジタル化の効果を実感できそうか、一緒に洗い出してみませんか？」;"「社長がAIやDXに興味を持たれていると聞きました。実際、現場で""こういうツールがあれば便利なのに""と思うことはありますか？」";2025-11-12 13:55:42.538602+00;2025-11-12 14:32:45.339156+00
